馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マコトヴィクラント,牡4,丸山,栗東・鮫島,先行,132.3,15,14,3歳以上2勝クラス,41.5,480(0),中山,30,中3週,Y,,3,ダンカーク,デュランダル,
2,1,ボンベール,牡8,小林勝,美浦・辻,先行,25.8,8,1,3歳以上1勝クラス,37.8,508(+8),中山,29,中3週,Y,,3,ブラックタイド,ワイルドラッシュ,
3,2,ヨリノサファイヤ,牝4,藤田菜,美浦・根本,先行,6.5,4,5,3歳以上2勝クラス,39.5,520(+4),中山,30,中3週,Y,,3,コパノリッキー,クロフネ,
4,2,タシロ,牡7,杉原,美浦・伊藤大,先行,290.8,16,10,,39.0,528(0),中京,37,中4週,Y,,3,パイロ,ホワイトマズル,
5,3,カフェカルマ B,牡5,キング,美浦・古賀,差し,46.6,10,1,3歳以上1勝クラス,39.1,544(+2),中京,22,中2週,Y,,3,ヘニーヒューズ,マンハッタンカフェ,
6,3,スリーエクスプレス B,牡5,,美浦・伊藤圭,追込,31.8,9,13,3歳以上2勝クラス,38.9,498(+8),東京,50,中6週,Y,,3,エピファネイア,ディープインパクト,
7,4,サトミノマロン,牡5,田辺,美浦・鈴木伸,差し,12.9,6,7,,38.5,536(+6),阪神,36,中4週,Y,,3,ディープブリランテ,キングカメハメハ,
8,4,コルデアニル,牝4,丹内,美浦・金成,逃げ,109.2,14,11,3歳以上2勝クラス,41.1,460(-2),中山,30,中3週,Y,,3,モーリス,フジキセキ,
9,5,マオノアラシ,牡4,横山武,美浦・加藤士,差し,3.9,1,5,,38.0,492(-4),新潟,155,中21週,Y,,3,ゴールドアクター,ヴァーミリアン,
10,5,ラフルオリータ B,牝6,北村宏,美浦・加藤士,,4.4,2,2,,37.3,480(-4),東京,91,中12週,Y,,3,ハーツクライ,クロフネ,
11,6,エクセスリターン,牡5,大野,栗東・野中,追込,4.9,3,4,3歳以上2勝クラス,37.9,532(+4),中山,30,中3週,Y,,3,ストロングリターン,サクラバクシンオー,
12,6,カレンアルカンタラ,牡4,津村,栗東・新谷,先行,14.6,7,12,,37.8,496(+4),東京,204,中28週,Y,Y,3,エスポワールシチー,ゼンノロブロイ,
13,7,ワカミヤプレスト,牡5,野中,美浦・稲垣,差し,93.7,13,6,,36.3,520(+12),東京,211,中29週,Y,Y,3,ハービンジャー,キングカメハメハ,
14,7,クリーンドリーム B,牡6,松岡,美浦・鈴木伸,差し,59.2,11,6,3歳以上2勝クラス,38.2,488(-4),中山,30,中3週,Y,,3,ダンカーク,フレンチデピュティ,
15,8,トクシースタローン,牡5,木幡巧,美浦・辻,先行,8.6,5,7,3歳以上2勝クラス,39.5,510(-2),中山,30,中3週,Y,,3,ホッコータルマエ,シンボリクリスエス,
16,8,トーアシオン,セ8,内田博,美浦・辻,差し,61.6,12,9,,37.9,480(+10),阪神,36,中4週,Y,,3,プリサイスエンド,ゴールドアリュール,
