馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,キングストンボーイ,セ6,ルメー,美浦・鹿戸,差し,7.5,2,4,,37.5,504(+2),中山,56,中7週,Y,,3,ドゥラメンテ,フォーティナイナー,
2,2,デリカダ,牝5,三浦,栗東・吉田,先行,9.9,3,14,,39.8,490(-12),小倉,49,中6週,Y,,3,パイロ,クロフネ,
3,2,ケイアイシェルビー B,牡6,藤懸,栗東・平田,,12.1,5,12,,38.7,472(-4),中京,91,中12週,Y,,3,ディープインパクト,Smarty Jones,
4,3,ロードヴァレンチ,セ5,木幡巧,美浦・中舘,逃げ,16.7,8,11,,38.9,500(+20),福島,105,中14週,Y,,3,エスポワールシチー,アルカセット,
5,3,パワーブローキング B,牡5,大野,美浦・栗田,差し,96.6,12,13,,38.5,526(+2),中山,56,中7週,Y,,3,アメリカンペイトリオット,ディープインパクト,
6,4,ガンダルフ,牡6,内田博,美浦・国枝,差し,49.9,10,13,,37.5,492(+10),中山,77,中10週,Y,,3,キングカメハメハ,Distorted Humor,
7,4,ゴールドハイアー,牡6,キング,栗東・大久保,先行,12.4,6,3,,37.7,502(+10),中山,84,中11週,Y,,3,ヘニーヒューズ,ハービンジャー,
8,5,キタノヴィジョン,牡7,,美浦・萱野,追込,13.1,7,6,,37.5,498(+6),阪神,66,中8週,Y,,3,メイショウボーラー,サンデーサイレンス,
9,5,セファーラジエル,牡6,石川,栗東・高柳大,差し,44.3,9,9,,37.2,532(+8),京都,57,中7週,Y,,3,キズナ,Out of Place,
10,6,サトノロイヤル B,牡6,石橋脩,栗東・新谷,先行,70.8,11,11,,39.5,514(-6),中京,77,中10週,Y,,3,ヘニーヒューズ,キングカメハメハ,
11,6,アルドーレ B,牡9,松岡,美浦・戸田,差し,245.4,14,16,,52.1,494(-14),中山,56,中7週,Y,,3,オルフェーヴル,フレンチデピュティ,
12,7,サンライズウルス B,牡6,横山武,栗東・安田翔,差し,12.0,4,13,,37.1,504(-2),京都,42,中5週,Y,,3,ヘニーヒューズ,チチカステナンゴ,
13,7,テイエムアトム B,牡6,丸田,美浦・石栗,先行,340.8,15,14,,37.9,544(-2),東京,21,中2週,Y,,3,ヘニーヒューズ,ブロッコ,
14,8,サーマルソアリング,牝4,西村淳,栗東・藤原,先行,1.8,1,1,,36.3,476(-4),京都,147,中20週,Y,,3,ドゥラメンテ,Street Cry,
15,8,プライドランド B,牡8,Ｍデム,栗東・高野,先行,151.4,13,15,,38.5,482(-2),京都,106,中14週,Y,,3,ディープインパクト,Tapit,
