馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,カイザーメランジェ,牡9,荻野極,美浦・矢嶋,差し,89.5,16,16,,33.7,490(+2),中山,35,中4週,Y,,3,サクラオリオン,サクラプレジデント,
2,1,ブーケファロス,牡4,杉原,美浦・清水英,差し,7.4,4,1,,32.0,448(+2),新潟,14,中1週,Y,,3,ビッグアーサー,ダンディコマンド,
3,2,ショウナンハクラク,牡5,角田和,栗東・松下,差し,18.2,9,6,,33.0,474(-2),中山,35,中4週,Y,,3,Frankel,ディープインパクト,
4,2,サトノファビュラス,牝7,菊沢,美浦・宗像,差し,26.0,11,5,,34.8,434(-6),福島,42,中5週,Y,,3,ロードカナロア,ディープインパクト,
5,3,マウンテンムスメ,牝6,藤田菜,美浦・天間,逃げ,62.8,14,18,,35.5,480(+10),小倉,98,中13週,Y,,3,アドマイヤムーン,ストーミングホーム,
6,3,リバーラ,牝4,小林勝,美浦・高柳瑞,先行,54.6,13,17,,35.7,436(+4),京都,112,中15週,Y,,3,キンシャサノキセキ,Stormy Atlantic,
7,4,アビッグチア,牝6,柴田善,美浦・水野,先行,12.7,5,16,,38.4,510(-2),中山,63,中8週,Y,,3,リオンディーズ,Siphon,
8,4,スリーパーダ,牝5,角田河,栗東・斉藤崇,先行,15.2,7,17,,35.4,430(-8),京都,92,中12週,Y,,3,ミッキーアイル,シングスピール,
9,5,マイヨアポア,牝6,横山琉,美浦・和田郎,差し,16.1,8,9,,34.1,494(+12),新潟,203,中28週,Y,Y,3,リオンディーズ,ウインクリューガー,
10,5,ディヴィナシオン,牡7,松本,栗東・森秀,追込,25.3,10,8,,32.7,476(-4),京都,14,中1週,Y,,3,ヴィクトワールピサ,ストリートセンス,
11,6,メディーヴァル B,牡6,小崎,栗東・寺島,差し,34.4,12,11,,36.3,472(-4),中山,42,中5週,Y,,3,アジアエクスプレス,ディープインパクト,
12,6,ロードベイリーフ,牡7,佐々木,栗東・森田,差し,6.4,3,9,,34.5,498(-4),福島,42,中5週,Y,,3,ヴァンセンヌ,キングカメハメハ,
13,7,チェイスザドリーム,牝5,丸山,栗東・矢作,,4.2,1,14,,38.2,470(+4),中山,63,中8週,Y,,3,ロードカナロア,アドマイヤムーン,
14,7,ジャスパージャック B,牡8,永島,栗東・森秀,,13.0,6,10,,34.2,530(-8),京都,14,中1週,Y,,3,デクラレーションオブウォー,Seeking the Gold,
15,8,アイアムハヤスギル,牡8,江田照,美浦・奥平,先行,66.0,15,13,,37.6,478(+4),中山,126,中17週,Y,,3,ヨハネスブルグ,アグネスタキオン,
16,8,ファイアダンサー,牝6,丹内,美浦・鈴木慎,差し,4.5,2,13,,34.5,468(0),福島,42,中5週,Y,,3,パイロ,コマンズ,
