券種,組み合わせ,配当,人気
単勝,16,330,1
複勝,16,140,1
複勝,12,160,3
複勝,4,140,2
枠連,6-8,1010,4
馬連,12-16,1280,3
ワイド,12-16,460,2
ワイド,4-16,350,1
ワイド,4-12,530,4
馬単,16-12,2200,6
3連複,4-12-16,1540,2
3連単,16-12-4,9240,12
