券種,組み合わせ,配当,人気
単勝,7,370,3
複勝,7,130,3
複勝,5,120,1
複勝,9,120,2
枠連,5-6,660,3
馬連,5-7,780,4
ワイド,5-7,280,5
ワイド,7-9,250,1
ワイド,5-9,250,2
馬単,7-5,1610,9
3連複,5-7-9,750,2
3連単,7-5-9,4230,12
