着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,レガレイラ,牝4,57.0,戸崎圭,2:10.2,,1,3.3,34.0,美浦木村,472(-6)
2,7,9,ドゥラドーレス,牡6,57.0,ルメー,2:10.4,1.1/4,2,3.5,34.4,美浦宮田,498(-2)
3,6,7,ヨーホーレイク,牡7,58.0,岩田望,2:10.7,2,4,8.0,34.2,栗東友道,520(-6)
4,8,10,フェアエールング,牝5,55.0,津村,2:10.7,ハナ,8,33.3,35.0,美浦和田郎,464(+2)
5,5,5,ホーエリート,牝4,55.0,横山武,2:10.8,3/4,3,4.7,34.6,美浦田島,472(-8)
6,7,8,リカンカブール,セ6,57.0,吉田隼,2:11.0,3/4,10,92.3,34.5,栗東田中克,480(-8)
7,8,11,ワイドエンペラー,牡7,57.0,佐々木,2:11.0,ハナ,11,181.1,34.1,栗東藤岡,498(-6)
8,1,1,コスモキュランダ,牡4,57.0,丹内,2:11.0,クビ,5,8.1,35.2,美浦加藤士,502(+4)
9,6,6,シュバルツクーゲル,牡4,57.0,菅原明,2:11.1,1/2,9,66.7,35.1,美浦鹿戸,492(-4)
10,3,3,クロミナンス,牡8,57.0,モレイ,2:11.1,アタマ,6,13.1,34.7,美浦尾関,494(+10)
11,2,2,リビアングラス,牡5,57.0,鮫島駿,2:12.1,6,7,14.8,36.1,栗東矢作,494(-2)
