コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"10-2,4,3(7,9)(8,16)1(5,15)12(14,13)6-11"
4コーナー,"10-2(7,3,4)9,8(1,16)5(14,15)(12,13)6-11"
