コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*14,13)(10,8,11)(4,3,7)(2,1,5,12)15(6,16)9"
4コーナー,"14(13,8)10(4,3,11)(2,1,7)(5,12)(6,15)(16,9)"
