着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,イクイノックス,牡4,58.0,ルメー,2:11.2,,1,1.3,34.8,美浦木村,492
2,3,6,スルーセブンシーズ,牝5,56.0,池添,2:11.2,クビ,10,55.7,34.6,美浦尾関,446(-2)
3,5,9,ジャスティンパレス,牡4,58.0,鮫島駿,2:11.4,1,2,8.5,35.1,栗東杉山晴,470(-2)
4,6,11,ジェラルディーナ,牝5,56.0,武豊,2:11.4,アタマ,3,13.8,35.5,栗東斉藤崇,466(+3)
5,5,10,ディープボンド,牡6,58.0,和田竜,2:11.6,1,5,16.6,35.5,栗東大久保,502(-2)
6,4,7,プラダリア,牡4,58.0,菱田,2:11.6,クビ,16,262.5,35.3,栗東池添,466(+2)
7,2,4,ボッケリーニ,牡7,58.0,浜中,2:11.7,クビ,6,28.3,35.1,栗東池江,466(-2)
8,4,8,ヴェラアズール,牡6,58.0,松山,2:11.9,1.1/4,9,42.1,35.2,栗東渡辺,520
9,7,13,ジオグリフ,牡4,58.0,岩田望,2:11.9,ハナ,11,83.1,35.8,美浦木村,510
10,8,17,ドゥラエレーデ,牡3,53.0,幸,2:12.3,2,7,30.2,36.5,栗東池添,506(-6)
11,6,12,アスクビクターモア,牡4,58.0,横山武,2:12.3,クビ,4,14.3,36.5,美浦田村,480(-2)
12,7,14,ブレークアップ,牡5,58.0,川田,2:12.3,クビ,12,113.4,36.5,栗東吉岡,494(-2)
13,2,3,ダノンザキッド,牡5,58.0,北村友,2:12.6,1.1/2,8,35.1,36.5,栗東安田隆,532(-2)
14,8,16,モズベッロ,牡7,58.0,角田河,2:12.6,アタマ,17,480.4,36.2,栗東森田,500(+4)
15,8,15,ユニコーンライオン,牡7,58.0,坂井,2:12.6,ハナ,14,176.0,36.9,栗東矢作,520
16,1,2,カラテ,牡7,58.0,菅原明,2:12.6,ハナ,15,180.2,36.5,栗東辻野,538(0)
17,1,1,ライラック,牝4,56.0,Mデム,2:12.7,1/2,13,158.9,36.4,美浦相沢,430(-8)
