コーナー,通過順
1コーナー,
2コーナー,"9,8(3,4)(1,7)(2,5)-6"
3コーナー,"9(8,4)(3,5)7(1,2)6"
4コーナー,"9,8(3,4)(7,5)(1,2)6"
