券種,組み合わせ,配当,人気
単勝,10,190,1
複勝,10,120,1
複勝,8,170,2
複勝,2,460,10
枠連,6-7,490,1
馬連,8-10,570,1
ワイド,8-10,310,2
ワイド,2-10,830,10
ワイド,2-8,2180,30
馬単,10-8,860,1
3連複,2-8-10,3870,14
3連単,10-8-2,9520,19
