着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,11,タガノペカ,牝5,56.0,国分恭,1:23.7,,5,8.9,36.8,栗東西園翔,514(+6)
2,6,7,アウグスト,牡4,58.0,団野,1:23.8,1,1,3.7,37.5,美浦斎藤誠,506(-6)
3,8,12,マルカアトラス,牡4,58.0,和田竜,1:24.0,3/4,3,4.6,37.2,栗東松永昌,490(-18)
4,3,3,ミセスバローズ,牝5,56.0,松若,1:24.2,1,4,8.3,37.1,栗東上村,434(+14)
5,5,6,メタモルフォーゼ,牝6,56.0,幸,1:24.3,1,6,9.1,36.9,栗東渡辺,466(0)
6,4,4,モズブーナー,牝4,56.0,国分優,1:24.3,クビ,8,29.0,38.1,栗東音無,494(+4)
7,6,8,サウザンドスマイル,牝6,56.0,太宰,1:24.6,1.3/4,12,94.6,36.9,栗東河内,486(+2)
8,1,1,ニホンピロオーセン,牡4,58.0,田口,1:24.9,1.3/4,9,76.7,37.5,栗東大橋,500(+2)
9,5,5,ケイアイメビウス,牡4,58.0,中井,1:25.0,1/2,7,9.5,38.1,栗東村山,512(+2)
10,7,9,アドバンスドリーム,牡4,58.0,岩田望,1:25.5,3,10,84.3,38.4,栗東森秀,510(-2)
11,7,10,サンデーミラージュ,セ6,58.0,水口,1:25.5,クビ,11,86.4,37.6,栗東宮本,482(0)
12,2,2,ワセダタンク,牡4,58.0,松山,1:25.7,3/4,2,4.1,39.5,栗東橋口,508(-8)
