着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,5,シュトルーヴェ,セ5,57.0,キング,2:23.6,,3,6.9,33.2,美浦堀,486(+6)
2,7,9,キングズレイン,牡4,57.0,キング,2:23.7,1,2,5.9,33.6,美浦手塚,486(0)
3,8,11,レッドヴェロシティ,牡6,56.0,横山武,2:24.0,1.1/2,4,20.4,34.4,美浦木村,550(+8)
4,8,12,スズカノロッソ,セ9,54.0,杉原,2:24.4,2.1/2,12,329.5,33.6,美浦小島,494(+4)
5,3,3,タイセイシリウス,セ7,52.0,木幡巧,2:24.6,1,11,220.2,34.4,栗東小栗,484(-12)
6,6,8,エンドウノハナ,牡5,57.0,石橋脩,2:24.6,ハナ,5,22.4,34.2,栗東四位,472(0)
7,5,6,エクセレントタイム,セ6,55.0,武藤,2:24.6,ハナ,8,81.4,33.6,美浦中川,496(+4)
8,7,10,マイネルケレリウス,牡4,54.0,石川,2:24.7,1/2,6,28.0,35.1,美浦奥村武,432(0)
9,1,1,ヒシゲッコウ,セ8,55.0,西村淳,2:24.8,1,10,192.8,34.8,美浦堀,476(0)
10,2,2,サペラヴィ,牡7,55.0,永野,2:26.0,7,9,137.5,36.5,美浦南田,494(+8)
11,4,4,ダノンギャラクシー,牡5,57.0,ルメー,2:27.7,10,1,1.3,37.8,美浦国枝,508(+12)
中止,6,7,ダノンレガーロ,牡7,55.0,ピーヒ,,,7,70.7,,美浦西田,474(0)
