コーナー,通過順
1コーナー,"10-11,9,2,1,3,8,4-6=7-5"
2コーナー,"10-(9,11)-2(1,3)-8,4,6-7-5"
3コーナー,"10(9,11)1,2(8,3)(4,6)-(7,5)"
4コーナー,"10,11(1,9)(2,6)(4,3)(8,5)7"
