馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ロードクロンヌ,牡4,藤岡佑,栗東・四位,先行,2.6,1,1,,37.9,480(-2),中山,22,中2週,Y,,3,リオンディーズ,ブライアンズタイム,
2,2,キタノリューオー,牡7,,美浦・萱野,差し,128.9,14,9,,38.2,474(0),中山,21,中2週,Y,,2,ジョーカプチーノ,ブライアンズタイム,
3,2,スレイマン B,牡7,戸崎圭,栗東・池添,先行,19.4,8,7,,37.4,542(-6),東京,56,中7週,Y,,2,キングカメハメハ,Bertolini,
4,3,ブレイクフォース,牡6,菅原明,美浦・中舘,差し,36.8,11,5,,35.8,492(-10),京都,48,中6週,Y,,3,アジアエクスプレス,サンデーサイレンス,
5,3,ホウオウルーレット B,牡6,田辺,美浦・栗田,差し,16.2,6,4,,36.6,500(+6),中京,63,中8週,Y,,3,ロージズインメイ,ゴールドアリュール,
6,4,ハビレ,牡4,三浦,美浦・武井,差し,8.8,4,2,,37.1,506(-4),中山,21,中2週,Y,,3,ヘニーヒューズ,ブラックタイド,
7,4,ミッキーヌチバナ,牡7,丹内,栗東・高橋亮,差し,13.2,5,5,,36.9,518(-4),中京,63,中8週,Y,,3,ダノンレジェンド,キングカメハメハ,
8,5,ストライク,牡5,石橋脩,美浦・加藤士,差し,54.3,12,1,,37.3,500(+2),中山,8,連闘,Y,,3,アジアエクスプレス,オルフェーヴル,
9,5,ヴァンヤール,牡7,石川,栗東・庄野,差し,36.0,10,1,,37.5,532(+2),中山,21,中2週,Y,,3,タートルボウル,ブライアンズタイム,
10,6,コパノニコルソン,牡6,内田博,栗東・宮,差し,289.7,15,9,,36.0,536(0),阪神,15,中1週,Y,,3,コパノリッキー,クロフネ,
11,6,ダノンスコーピオン,牡6,大野,栗東・福永,差し,72.9,13,8,,34.2,462(-4),京都,36,中4週,Y,,3,ロードカナロア,Sligo Bay,
12,7,ブライアンセンス,牡5,岩田望,美浦・斎藤誠,差し,4.6,2,1,,35.9,514(-6),京都,48,中6週,Y,,3,ホッコータルマエ,ブライアンズタイム,
13,7,ピュアキアン,牡4,吉田豊,美浦・竹内,,18.2,7,11,,39.4,510(-2),中山,21,中2週,Y,,3,ホッコータルマエ,Tiznow,
14,8,マテンロウスカイ,セ6,横山典,栗東・松永幹,先行,35.3,9,9,,34.7,480(-2),中山,28,中3週,Y,,3,モーリス,スペシャルウィーク,
15,8,ペイシャエス,牡6,横山和,美浦・小西,先行,5.8,3,3,,37.6,500(-3),名古屋,34,中4週,,,2,エスポワールシチー,ワイルドラッシュ,
