馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ポッドヴァイン,牡4,小林勝,美浦・小野,差し,306.8,10,12,,35.5,420(-6),新潟,22,中2週,Y,,3,ジャングルポケット,キングカメハメハ,
2,2,シュブリーム,牡7,Ｍデム,美浦・大和田,先行,54.7,7,9,,41.1,486(+2),中山,50,中6週,Y,,3,ジャングルポケット,ダンスインザダーク,
3,3,シゲルローズマリー,牡4,斎藤,栗東・渡辺,差し,38.4,6,8,,35.3,470(+6),阪神,70,中9週,Y,,3,シルバーステート,High Chaparral,
4,4,サイルーン B,セ4,レーン,美浦・堀,先行,3.7,3,12,3歳以上2勝クラス,36.1,466(-6),中山,155,中21週,Y,,3,ディープインパクト,キングカメハメハ,
5,5,シンティレーション,牝4,ルメー,美浦・池上,差し,2.9,2,2,,35.7,478(+4),中山,35,中4週,Y,,3,ロードカナロア,アグネスタキオン,
6,6,シーニックウェイ B,牝5,津村,美浦・林,差し,16.6,5,10,,34.3,472(+2),新潟,22,中2週,Y,,3,ハーツクライ,Street Cry,
7,7,アドマイヤハレー,牡5,田辺,美浦・宮田,差し,2.3,1,2,,33.5,470(+6),東京,28,中3週,Y,,3,モーリス,ディープインパクト,
8,7,メタルスパーク B,セ6,木幡巧,美浦・菊川,差し,123.8,9,10,,35.8,500(+4),札幌,266,中37週,Y,Y,3,ジョーカプチーノ,Silver Hawk,
9,8,ジッピーレーサー B,セ6,大野,美浦・高木,差し,84.2,8,8,4歳以上2勝クラス,36.3,480(+4),中山,63,中8週,Y,,3,City Zip,Banker's Gold,
10,8,ジャスティンヴェル,牡4,横山和,栗東・安田隆,,12.2,4,4,,34.1,484(-6),東京,28,中3週,Y,,3,ドゥラメンテ,タイキシャトル,
