着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,オーケーバーディー,牝5,56.0,横山琉,1:52.7,,6,15.9,38.7,美浦相沢,464(0)
2,8,12,サノノワンダー,牡4,57.0,戸崎圭,1:53.3,4,2,3.0,39.0,美浦栗田,528(+6)
3,6,8,アイウィル,牡5,58.0,丹内,1:53.5,1.1/4,3,9.5,38.9,美浦高木,516(+2)
4,7,10,セザンワールド,セ6,58.0,小林脩,1:53.7,1.1/4,10,120.7,38.8,美浦蛯名利,508(+1)
5,5,6,シンボリノエル,牝5,56.0,吉田豊,1:54.1,2.1/2,8,22.9,38.9,美浦土田,510(-2)
6,2,2,ナチュラルリバー,牡6,58.0,高田,1:54.4,1.1/2,11,214.2,38.9,栗東宮地,490(+4)
7,6,7,ライジンマル,セ5,58.0,木幡初,1:54.4,クビ,7,21.9,40.0,美浦竹内,528(-4)
8,7,9,サイモンソーラン,牡7,58.0,菊沢,1:54.6,3/4,12,219.4,39.1,美浦勢司,492(0)
9,1,1,グレイスザクラウン,セ4,57.0,横山武,1:54.8,1.1/4,5,11.1,38.7,美浦上原博,518(+14)
10,5,5,サムシャイン,牡4,57.0,横山和,1:54.9,クビ,1,2.3,40.6,美浦鈴木慎,494(+16)
11,4,4,ロンパイア,牡4,57.0,佐々木,1:55.6,4,9,45.8,40.2,美浦尾関,484(+2)
12,8,11,アメージング,牡4,57.0,田辺,1:55.6,アタマ,4,9.5,41.4,美浦中舘,502(+4)
