着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,ダディーズビビッド,牡7,59.0,池添,1:32.2,,9,33.7,33.4,栗東千田,518(+2)
2,7,10,シリウスコルト,牡4,57.0,古川吉,1:32.2,ハナ,7,22.1,34.0,美浦田中勝,492(+4)
3,6,7,トランキリテ,牡6,57.0,Mデム,1:32.2,ハナ,4,10.7,33.0,栗東松永幹,474(-2)
4,5,6,セオ,牡5,58.0,鮫島駿,1:32.3,1/2,2,3.3,34.3,栗東上村,496(+10)
5,7,9,ホウオウリアリティ,牡7,57.0,団野,1:32.4,1/2,12,74.1,33.4,栗東井上,482(-10)
6,8,11,グラティアス,牡7,57.0,浜中,1:32.5,1/2,6,13.9,34.4,栗東安田,506(0)
7,5,5,ニホンピロキーフ,牡5,57.0,田口,1:32.6,3/4,1,2.9,34.3,栗東大橋,490(-8)
8,8,12,レディントン,牡4,57.0,松山,1:32.6,ハナ,3,5.3,34.1,栗東杉山晴,492(+6)
9,1,1,フルメタルボディー,セ5,57.0,吉村,1:33.1,3,5,11.2,35.4,栗東清水久,498(-8)
10,2,2,ゼルトザーム,牡4,57.0,高杉,1:34.5,8,11,59.6,36.1,栗東藤野,490(-8)
11,4,4,ラインベック,セ8,58.0,荻野極,1:34.6,1,10,39.7,36.0,栗東友道,498(0)
中止,3,3,バレエマスター,牡6,57.0,斎藤,,,8,27.5,,栗東梅田,478(-6)
