券種,組み合わせ,配当,人気
単勝,7,1800,7
複勝,7,520,8
複勝,15,4350,14
複勝,13,280,3
枠連,4-8,20560,32
馬連,7-15,159030,92
ワイド,7-15,30440,87
ワイド,7-13,2040,23
ワイド,13-15,20240,74
馬単,7-15,307420,183
3連複,7-13-15,377220,295
3連単,7-15-13,3187510,870
