着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,テンカハル,牡5,58.0,坂井,2:10.3,,1,2.0,37.1,栗東矢作,498(-4)
2,5,9,ジャスパーグレイト,牡4,58.0,川田,2:10.5,1,3,7.4,37.7,栗東森秀,474(-12)
3,8,16,ラヴォラーレ,牡5,58.0,原,2:10.7,1.1/4,7,24.0,37.0,美浦武市,534(+8)
4,2,3,ダノンブレット,牡5,58.0,横山武,2:10.8,3/4,4,8.1,37.6,美浦菊沢,516(+8)
5,4,8,ランスオブアース,牝5,56.0,松山,2:11.7,5,14,159.6,38.4,栗東本田,494(+6)
6,1,1,ロスコフ,牡5,58.0,ルメー,2:12.1,2.1/2,6,21.4,39.6,美浦久保田,508(+4)
7,6,11,シロニイ,牡9,58.0,永野,2:12.4,1.3/4,11,62.8,39.4,栗東池江,500(-12)
8,7,13,ジューンアマデウス,牡4,58.0,津村,2:12.4,クビ,9,30.7,38.6,栗東今野,486(0)
9,5,10,メイショウボサツ,牡6,58.0,柴山,2:12.5,クビ,10,37.3,39.6,栗東松永昌,468(-10)
10,7,14,ショウナンアーチー,牡5,58.0,三浦,2:12.8,2,12,63.6,40.6,栗東松下,498(-8)
11,3,5,ケイアイシェルビー,牡5,58.0,藤懸,2:13.0,1,8,24.4,39.6,栗東平田,464(-16)
12,6,12,リーヴル,牡7,58.0,和田竜,2:13.1,3/4,15,373.3,40.4,美浦辻,496(-2)
13,2,4,シゲルバクハツ,牡5,58.0,戸崎圭,2:13.6,3,5,12.0,39.2,栗東谷,496(-6)
14,1,2,ゲンパチハマジ,牡5,58.0,菅原明,2:14.0,2.1/2,13,64.3,41.8,栗東佐々木,508(-2)
15,3,6,インディゴブラック,牡4,58.0,内田博,2:14.1,クビ,2,5.6,41.7,栗東奥村豊,506(-10)
16,4,7,クラーベドラド,牡4,58.0,松岡,2:16.0,大,16,425.6,42.8,栗東小崎,486(+4)
