コーナー,通過順
1コーナー,"3(5,11)7-(1,13)2,4,6(15,14)(9,10)(8,12)"
2コーナー,"3,5(7,11)(1,13)-2,4,6(15,14)(9,10)-12-8"
3コーナー,"(5,*6)(7,13)(1,10,12)(3,2,14,9)4(11,15)-8"
4コーナー,"(*5,6)(7,10,12)(1,13,2,14,9)15,4-(8,11)3"
