馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,モンシーク,牡2,松山,栗東・橋口,,3.5,2,,,,464(0),,,,,,,スクリーンヒーロー,ディープインパクト,,
2,2,コスモアマデウス,牡2,柴田大,美浦・畠山,,172.8,11,,,,490(0),,,,,,,Dawn Approach,Teofilo,,
3,3,リーピングサイン,牝2,石川,美浦・武藤,,81.8,9,,,,492(0),,,,,,,ハービンジャー,クロフネ,,
4,4,フォンドルレール,牡2,吉田豊,美浦・戸田,,31.3,6,,,,422(0),,,,,,,ルヴァンスレーヴ,Kitten's Joy,,
5,5,マスカルポーネ,牝2,武藤,美浦・水野,,191.0,12,,,,446(0),,,,,,,リオンディーズ,キズナ,,
6,5,キーサーバー,牡2,,美浦・青木,,155.6,10,,,,434(0),,,,,,,シュヴァルグラン,キングカメハメハ,,
7,6,エンジェルボイス,牡2,三浦,栗東・吉村,,8.1,3,,,,470(0),,,,,,,キズナ,Galileo,,
8,6,ベリンガム,牡2,丸山,美浦・矢嶋,,17.4,5,,,,462(0),,,,,,,キズナ,Kodiac,,
9,7,ベンティガオルサ,牡2,武豊,栗東・清水久,,10.1,4,,,,500(0),,,,,,,シルバーステート,ゴールドアリュール,,
10,7,ディープエフェクト,牡2,横山琉,美浦・相沢,,51.8,8,,,,496(0),,,,,,,シルバーステート,モーリス,,
11,8,オセアフェアモント,牡2,佐々木,美浦・菊川,,49.3,7,,,,466(0),,,,,,,オルフェーヴル,リアルインパクト,,
12,8,イクシード,牝2,ルメー,美浦・木村,,1.7,1,,,,472(0),,,,,,,キタサンブラック,キングヘイロー,,
