コーナー,通過順
1コーナー,"(*5,8)(11,12)14,4,16-(1,9)7,3,10,2,15,13-6"
2コーナー,"(*5,8)(11,12)14(4,16)-(1,9)7,3,10,2,15,13-6"
3コーナー,"(*5,10)8(11,12,16)(1,4,14,9)(7,15,13)(3,2)6"
4コーナー,"(5,*10)8(11,16)(1,9)(4,15)(12,13)(3,7)(2,14)6"
