券種,組み合わせ,配当,人気
単勝,4,530,3
複勝,4,240,4
複勝,1,500,7
複勝,8,590,8
枠連,1-4,4820,16
馬連,1-4,5640,21
ワイド,1-4,1760,23
ワイド,4-8,1980,27
ワイド,1-8,4220,35
馬単,4-1,8340,36
3連複,1-4-8,30730,79
3連単,4-1-8,117430,378
