着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,ワイドクリーガー,牡4,58.0,団野,1:44.7,,3,5.0,37.1,栗東奥村豊,472(-6)
2,1,1,コスモストーム,牡4,58.0,秋山稔,1:44.7,アタマ,1,2.9,36.8,栗東北出,512(+2)
3,6,7,ワンダーカモン,牡5,58.0,Mデム,1:45.3,3.1/2,7,23.5,37.8,栗東吉村,478(-8)
4,5,5,タマモジャスミン,牝4,56.0,田口,1:45.4,3/4,5,10.0,38.0,栗東大橋,506(-4)
5,7,10,シュヴァルツリーベ,牝6,56.0,藤懸,1:45.8,2.1/2,8,25.9,37.5,栗東羽月,462(-4)
6,8,12,タガノヘラクレス,牡5,58.0,高杉,1:45.9,1/2,2,4.5,37.7,栗東千田,504(-4)
7,5,6,タマモナポリ,牝5,56.0,酒井,1:46.4,3,6,11.4,38.9,栗東河嶋,462(-6)
8,4,4,ユーヴェリア,牝5,56.0,国分恭,1:46.7,1.1/2,9,59.7,38.8,栗東笹田,436(-2)
9,6,8,ホウショウマリス,牝4,56.0,幸,1:46.9,1,4,5.5,39.1,栗東井上,456(-8)
10,7,9,ナリタヒカリ,牝4,56.0,太宰,1:47.3,2.1/2,12,186.4,38.9,栗東荒川,444(+12)
11,3,3,メイショウザンゲツ,牝5,56.0,菱田,1:48.0,4,11,84.9,40.6,栗東鈴木孝,472(+18)
12,8,11,ハピアーザンエバー,牡5,58.0,森田,1:48.6,3.1/2,10,74.1,40.1,栗東羽月,460(-6)
