コーナー,通過順
1コーナー,"(*3,4,5)8,12(7,14)9(2,11,13)1(6,10)"
2コーナー,"(*3,4)(5,8)12(7,14)(2,9,13)11,1(6,10)"
3コーナー,"(*3,4)8,12(7,5)(9,14,13)(2,11)(1,10)6"
4コーナー,"(*3,4)8,12,7(2,9)13(6,1,14,10)(5,11)"
