コーナー,通過順
1コーナー,"12,13(2,15)14(1,6,8)10(4,7)5(3,11)-9"
2コーナー,"12(2,13)15(1,14,6,8)10(4,7)3,5,11-9"
3コーナー,"12(2,13,15)8(1,14,6)(4,10,7)(5,11)3-9"
4コーナー,"12,2(13,15)1,6(14,8)(4,10)(3,7,11)5,9"
