着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,クリオミニーズ,牡4,58.0,荻野極,2:03.8,,4,6.9,35.2,栗東西園翔,494(-6)
2,8,10,ダノンジャッカル,牡4,58.0,幸,2:03.9,クビ,1,2.4,35.6,栗東中内田,468(+16)
3,1,1,サンライズロナウド,牡4,58.0,斎藤,2:04.3,2.1/2,6,18.3,35.1,栗東安田隆,472(+2)
4,7,8,ゾロ,牡7,58.0,原,2:04.3,アタマ,9,101.0,35.3,美浦小手川,476(+4)
5,5,5,タンジェリンムーン,牝6,56.0,鮫島駿,2:04.3,ハナ,2,3.8,36.0,栗東松永昌,458(+6)
6,3,3,ヒルノアントラ,セ6,58.0,勝浦,2:04.3,クビ,5,7.9,35.5,栗東昆,456(-4)
7,8,9,セルケト,牝4,56.0,西村淳,2:04.5,1,3,4.8,36.0,栗東斉藤崇,500(+4)
8,7,7,ヒナノコバン,セ6,58.0,酒井,2:04.9,2.1/2,10,167.4,36.1,美浦本間,460(-16)
9,4,4,コスモミローディア,牡7,58.0,森裕,2:04.9,ハナ,7,41.9,36.2,美浦天間,480(-2)
10,6,6,エボカシオン,牡6,58.0,国分恭,2:05.2,2,8,59.4,36.4,栗東藤沢,522(-16)
