着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,6,ユキノロイヤル,牡4,57.0,石橋脩,1:35.1,,1,2.4,34.3,美浦小野,458(0)
2,3,3,ノーダブルディップ,牡7,58.0,三浦,1:35.2,3/4,7,46.2,34.3,美浦古賀,562(+2)
3,7,7,ポッドテオ,牡4,57.0,キング,1:35.4,1.1/4,3,4.5,34.5,美浦畠山,476(+2)
4,2,2,ステラバルセロナ,牝5,56.0,吉田豊,1:35.4,クビ,9,64.5,34.0,美浦菊川,424(-4)
5,1,1,ヤマニンガラッシア,牡8,58.0,大野,1:35.5,クビ,5,10.8,34.3,美浦辻,464(+10)
6,8,10,ツルマウカタチ,牡4,57.0,菅原明,1:35.5,クビ,2,3.7,33.9,美浦手塚,478(+4)
7,4,4,ワザモノ,牡7,58.0,ルメー,1:35.6,クビ,4,6.2,34.5,美浦尾関,518(+12)
8,7,8,ラーテル,セ5,58.0,原田和,1:35.7,1,10,350.5,34.6,美浦南田,474(+2)
9,5,5,ラテラルシンキング,牡5,58.0,石川,1:35.7,アタマ,6,24.4,34.3,美浦黒岩,440(+6)
10,8,9,ラッジオ,牝5,56.0,丸田,1:35.8,アタマ,8,48.2,35.1,美浦大竹,480(+2)
