着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,アイウィル,牡5,58.0,丹内,1:45.8,,5,8.5,36.6,美浦高木,516(0)
2,2,4,ギマール,牡5,58.0,国分恭,1:45.8,クビ,8,16.4,36.3,栗東岡田,458(+2)
3,2,3,パフ,牡5,58.0,西塚,1:45.9,クビ,3,6.6,36.9,栗東橋口,484(+8)
4,4,8,ライフゲート,セ4,57.0,菊沢,1:46.0,1/2,6,10.8,36.6,美浦伊藤圭,516(+2)
5,4,7,マテンロウブレイブ,牡4,57.0,太宰,1:46.0,ハナ,1,3.4,36.0,栗東高橋亮,490(+6)
6,8,16,タイセイマンボ,牡6,58.0,斎藤,1:46.5,3,4,7.5,37.6,栗東高野,562(-4)
7,6,11,プレイテシア,牝7,56.0,松本,1:46.7,1,14,239.5,37.0,栗東羽月,442(0)
8,3,5,ワンダーカモン,牡5,58.0,川又,1:46.7,クビ,10,67.2,37.1,栗東吉村,480(+6)
9,7,14,ストリンジェンド,牡6,58.0,亀田,1:46.9,3/4,11,94.6,37.0,栗東加藤公,484(+4)
10,3,6,ロイガヴェーグル,牡6,58.0,小沢,1:46.9,クビ,9,34.4,37.5,栗東浜田,450(-2)
11,8,15,キングロコマイカイ,牡7,58.0,中井,1:46.9,ハナ,16,276.9,37.3,栗東畑端,502(-6)
12,1,2,クリノラピダス,牡4,57.0,秋山稔,1:47.0,1/2,15,242.1,37.0,栗東谷,470(+24)
13,5,10,グランキングオー,牡4,57.0,永島,1:47.3,1.1/2,7,14.8,38.2,栗東高橋康,456(-2)
14,6,12,アベベ,牡5,58.0,丸山,1:47.5,1.1/2,13,218.2,37.2,美浦根本,488(+4)
15,5,9,マナエトレ,牡4,57.0,松若,1:47.6,1/2,2,3.8,38.3,栗東清水久,480(+2)
16,7,13,アースイオス,牡5,58.0,小林凌,1:49.1,9,12,147.5,38.8,美浦小西,548(+10)
