券種,組み合わせ,配当,人気
単勝,7,1200,6
複勝,7,370,7
複勝,16,240,4
複勝,1,210,2
枠連,4-8,2420,8
馬連,7-16,4870,21
ワイド,7-16,1670,24
ワイド,1-7,1100,15
ワイド,1-16,860,8
馬単,7-16,12060,48
3連複,1-7-16,8980,31
3連単,7-16-1,69740,247
