馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ナリタセレーノ,牝3,田口,栗東・宮本,,84.8,12,,,,388(0),,,,,,,サンダースノー,ディープインパクト,,
2,1,レッドエヴァンス,牡3,北村友,栗東・音無,,4.8,2,,,,506(0),,,,,,,ロードカナロア,ディープインパクト,,
3,2,サウンドトリオンフ,牡3,菅原明,栗東・斉藤崇,,71.5,11,,,,482(0),,,,,,,Siyouni,パントレセレブル,,B
4,2,ボンウィークエンド,牡3,小崎,栗東・渡辺,,108.3,14,,,,426(0),,,,,,,Dundeel,All American,,
5,3,オオナミコナミ,牝3,池添,栗東・牧浦,,12.1,5,,,,476(0),,,,,,,エピファネイア,アグネスタキオン,,
6,3,メイショウヤスマサ,牡3,団野,栗東・本田,,71.0,10,,,,476(0),,,,,,,マインドユアビスケッツ,ハーツクライ,,
7,4,ミエスペランサ,牝3,西村淳,栗東・池江,,7.4,4,,,,438(0),,,,,,,リアルスティール,Frankel,,
8,4,マルモア,牝3,田辺,栗東・松永幹,,13.3,6,,,,414(0),,,,,,,エピファネイア,ダイワメジャー,,
9,5,ヤマニンアルリフラ,牡3,Ａルメ,栗東・斉藤崇,,2.2,1,,,,454(0),,,,,,,イスラボニータ,スウェプトオーヴァーボード,,
10,5,アイルドリアン,牝3,酒井,栗東・音無,,6.3,3,,,,502(0),,,,,,,キズナ,ロックオブジブラルタル,,
11,6,ヒロノワカ,セ3,田中健,栗東・川村,,230.0,17,,,,454(0),,,,,,,デクラレーションオブウォー,ストーミングホーム,,
12,6,コイララ,牡3,加藤,栗東・庄野,,333.6,18,,,,414(0),,,,,,,ブラックタイド,オペラハウス,,
13,7,ユメカウツツカ,牝3,角田河,栗東・小栗,,55.0,8,,,,382(0),,,,,,,モーリス,アグネスタキオン,,
14,7,ハニープリンセス,牝3,大久保,栗東・大久保,,149.5,15,,,,404(0),,,,,,,ブリックスアンドモルタル,キングカメハメハ,,
15,7,ランスオブクイーン,牝3,城戸,栗東・奥村豊,,154.0,16,,,,432(0),,,,,,,タリスマニック,マンハッタンカフェ,,
16,8,ハクサンクリスタル,牝3,和田竜,栗東・飯田雄,,66.0,9,,,,450(0),,,,,,,ハクサンムーン,ゴールドアリュール,,
17,8,オーヴァーマスター,牡3,国分優,栗東・石坂,,102.9,13,,,,444(0),,,,,,,キズナ,エンパイアメーカー,,
18,8,エールクイーン,牝3,水口,栗東・牧田,,31.0,7,,,,474(0),,,,,,,アルアイン,トウカイテイオー,,
