コーナー,通過順
1コーナー,"(*11,2)-1=(7,10,3)-12=8-6-4-9-5"
2コーナー,"2-11,1-3(7,10)12=6-8-4-9,5"
3コーナー,"2=(1,12)10-11,7=6=8(4,9)53"
4コーナー,"2=12-(1,10)=(11,7)-6=(4,9)8,53"
