馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,キャットファイト,牝3,大野,美浦・上原博,先行,5.4,3,6,,35.3,442(-4),中山,63,中8週,Y,,3,ディスクリートキャット,パイロ,
2,2,テウメッサ,牝3,津村,美浦・金成,先行,5.9,4,1,3歳未勝利,34.5,468(+2),東京,35,中4週,Y,,3,ハービンジャー,キングカメハメハ,
3,3,トーアアイギス,牝3,勝浦,美浦・村田,,92.8,11,5,,35.7,466(+6),中山,84,中11週,Y,,2,レッドファルクス,タイキシャトル,
4,4,サクセスカラー,牝3,田辺,美浦・久保田,先行,4.4,1,4,,34.6,468(-2),東京,29,中3週,Y,,2,ロジャーバローズ,Frankel,
5,5,ソルトクィーン,牝3,富田,栗東・武英,先行,9.7,6,1,3歳未勝利,36.1,436(+2),京都,57,中7週,Y,,2,シルバーステート,ストロングリターン,
6,5,メイショウヨゾラ,牝3,石橋脩,美浦・高柳瑞,逃げ,20.4,8,10,,35.2,462(-6),中山,63,中8週,Y,,3,グレーターロンドン,ヨハネスブルグ,
7,6,スプリングノヴァ,牝3,北村宏,栗東・鮫島,先行,20.4,9,14,,34.3,396(-2),阪神,91,中12週,Y,,3,カリフォルニアクローム,ディープインパクト,
8,6,ラヴスコール,牝3,横山和,美浦・加藤征,差し,6.0,5,3,,34.7,418(-4),中山,63,中8週,Y,,3,ドゥラメンテ,Firebreak,
9,7,コスモディナー,牝3,松岡,美浦・伊藤伸,差し,16.6,7,8,,34.5,458(-4),東京,29,中3週,Y,,3,ダノンバラード,ヘクタープロテクター,
10,7,エリカエスティーム,牝3,丹内,美浦・宮田,先行,4.8,2,3,,34.3,512(0),京都,36,中4週,Y,,3,モーリス,El Corredor,
11,8,エチャケナ,牝3,柴田大,美浦・金成,先行,251.4,12,8,3歳1勝クラス,38.9,440(-4),東京,22,中2週,Y,,3,ドレフォン,フジキセキ,
12,8,ガジュノリ,牝3,石川,美浦・尾形,先行,37.6,10,1,3歳未勝利,34.6,466(-2),中山,50,中6週,Y,,3,サトノダイヤモンド,ヴィクトワールピサ,
