馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スターリーナイト,牝2,川田,美浦・蛯名正,,3.2,2,,,,424(0),,,,,,,ロードカナロア,ディープインパクト,,
2,2,アイアンオバーカム,牝2,柴田大,美浦・南田,,181.8,12,,,,474(0),,,,,,,モーニン,ハーツクライ,,
3,3,ユメウラナイ,牝2,石川,美浦・水野,,88.5,10,,,,452(0),,,,,,,ロジャーバローズ,Frankel,,
4,4,ボッカルーポ,牝2,坂井,栗東・中村,,9.3,5,,,,442(0),,,,,,,スワーヴリチャード,キンシャサノキセキ,,
5,4,ルージュラナキラ,牝2,岩田康,美浦・加藤征,,7.1,4,,,,466(0),,,,,,,アドマイヤマーズ,カジノドライヴ,,
6,5,アルマリカシバ,牝2,吉田豊,美浦・中舘,,56.6,9,,,,458(0),,,,,,,マクフィ,アドマイヤムーン,,
7,5,アミラジオネ,牝2,木幡巧,美浦・西田,,56.2,8,,,,462(0),,,,,,,リアルスティール,ケイムホーム,,
8,6,ブルーベリーフィズ,牝2,ルメー,美浦・木村,,2.7,1,,,,482(0),,,,,,,シスキン,キングカメハメハ,,
9,6,ロアゾンパルク,牝2,野中,美浦・粕谷,,286.4,13,,,,446(0),,,,,,,フィエールマン,ジャングルポケット,,
10,7,パリモード,牝2,的場,美浦・的場,,144.0,11,,,,430(0),,,,,,,ワールドエース,アドマイヤマックス,,
11,7,キスアンドクライ,牝2,横山武,栗東・橋口,,5.9,3,,,,444(0),,,,,,,ワンアンドオンリー,ノヴェリスト,,
12,8,イエスユイキャン,牝2,横山和,美浦・竹内,,36.4,7,,,,432(0),,,,,,,フォーウィールドライブ,ブラックタイド,,
13,8,ルシェロアズーリ,牝2,津村,美浦・鈴木伸,,14.5,6,,,,440(0),,,,,,,ノーブルミッション,アドマイヤムーン,,
