券種,組み合わせ,配当,人気
単勝,12,2630,10
複勝,12,750,10
複勝,13,360,5
複勝,10,240,2
枠連,7-7,11900,26
馬連,12-13,13950,47
ワイド,12-13,4070,45
ワイド,10-12,2900,33
ワイド,10-13,1410,13
馬単,12-13,31200,98
3連複,10-12-13,32990,109
3連単,12-13-10,273600,805
