コーナー,通過順
1コーナー,"4,1(5,7)(3,8)6,2"
2コーナー,"4,1(5,7)8(3,6)2"
3コーナー,"(*4,1)(5,7,2)(8,6)-3"
4コーナー,"4(5,1,2)(8,7)6,3"
