馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,リュラグリーン,牝3,横山琉,美浦・相沢,差し,23.3,6,7,3歳未勝利,37.1,452(+2),中山,28,中3週,Y,,3,サトノアラジン,タニノギムレット,,
2,1,ビーナオーカン,牝3,横山和,美浦・中川,,46.4,9,,,,452(0),,,,,,,サトノクラウン,ハービンジャー,,
3,2,スズノアムール,牝3,柴田大,美浦・深山,,28.0,7,7,3歳未勝利,36.3,436(-2),中山,22,中2週,Y,,3,マインドユアビスケッツ,マンハッタンカフェ,,
4,2,ハルノドゥミプリエ,牝3,吉田豊,美浦・勢司,差し,254.4,14,14,3歳未勝利,36.7,442(-4),中山,92,中12週,Y,,3,ハービンジャー,サンデーサイレンス,,
5,3,ホウオウシンデレラ,牝3,団野,美浦・奥村武,先行,13.5,5,8,3歳未勝利,38.7,466(-2),東京,56,中7週,Y,,3,エピファネイア,Gilded Time,,
6,3,リアルセンター,牝3,小林凌,美浦・千葉,差し,252.0,13,11,3歳未勝利,35.4,486(0),中京,21,中2週,Y,,3,ゴールドシップ,Congrats,,B
7,4,マジェンカ,牝3,柴田善,美浦・大和田,差し,293.6,15,12,3歳未勝利,41.1,426(+2),中山,14,中1週,Y,,2,ラブリーデイ,ゼンノロブロイ,,
8,4,ネクタール,牝3,,美浦・青木,追込,96.4,11,6,ツインシャ,40.1,406(+4),浦和,45,中5週,,,2,シルバーステート,パイロ,,
9,5,リトミコ,牝3,石川,美浦・尾関,,4.7,2,,,,456(0),,,,,,,ドゥラメンテ,Invincible Spirit,,
10,5,クラペ,牝3,三浦,美浦・中川,差し,28.0,8,12,3歳未勝利,34.3,414(+2),東京,57,中7週,Y,,2,リアルスティール,Numerous,,
11,6,スターシャワー,牝3,内田博,美浦・古賀,差し,12.0,3,8,3歳未勝利,35.9,476(-4),中山,35,中4週,Y,,3,Bated Breath,Raven's Pass,,
12,6,ラルンエベール,牝3,勝浦,美浦・田島,先行,69.7,10,6,3歳未勝利,35.0,420(-2),中京,21,中2週,Y,,2,サトノダイヤモンド,キングカメハメハ,,
14,7,サトノルチル,牝3,戸崎圭,美浦・古賀,差し,1.6,1,2,3歳未勝利,36.2,422(-10),中山,29,中3週,Y,,1,サトノクラウン,ディープインパクト,,
15,7,クィーンルーラー,牝3,木幡巧,美浦・武市,差し,545.9,16,13,3歳未勝利,36.3,430(-8),東京,56,中7週,Y,,2,ルーラーシップ,タニノギムレット,,
16,8,キューティクローム,牝3,長浜,美浦・中舘,差し,12.3,4,6,3歳未勝利,35.7,418(0),中京,14,中1週,Y,,1,カリフォルニアクローム,キングカメハメハ,,
17,8,ネクストヒロイン,牝3,松岡,美浦・戸田,先行,156.1,12,13,3歳未勝利,40.1,412(-4),中山,36,中4週,Y,,3,ブリックスアンドモルタル,フジキセキ,,
18,8,スモールクイーン,牝3,野中,美浦・佐藤吉,追込,693.4,17,13,3歳未勝利,37.1,408(+2),中山,35,中4週,Y,,3,トーセンラー,アグネスデジタル,,
