券種,組み合わせ,配当,人気
単勝,5,1870,5
複勝,5,320,5
複勝,4,180,4
複勝,3,140,1
馬連,4-5,4610,12
ワイド,4-5,1240,12
ワイド,3-5,480,7
ワイド,3-4,350,5
馬単,5-4,9530,24
3連複,3-4-5,2820,9
3連単,5-4-3,34230,95
