馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ミヤジオズ,牡3,和田陽,栗東・鈴木孝,先行,17.8,6,4,3歳1勝クラス,37.4,494(+4),京都,42,中5週,Y,,3,リアルスティール,キングカメハメハ,,
2,2,エイシンビリオン,牝3,河原田,栗東・今野,差し,95.6,13,12,3歳1勝クラス,38.6,448(-10),京都,27,中3週,Y,,3,モーニン,エイシンデピュティ,,
3,3,ゴールデンスラム,牡3,小沢,栗東・池江,先行,40.6,10,7,3歳1勝クラス,37.7,482(-12),京都,42,中5週,Y,,3,ブリックスアンドモルタル,オルフェーヴル,,
4,4,ロミオ,牡3,丹内,美浦・上原佑,先行,6.7,4,7,3歳1勝クラス,37.0,504(-10),東京,28,中3週,Y,,3,シュウジ,コンデュイット,,
5,4,テスタヴェローチェ,牡3,富田,栗東・須貝,逃げ,52.6,11,1,3歳未勝利,38.6,490(+4),京都,42,中5週,Y,,3,マテラスカイ,ジャスタウェイ,,B
6,5,ブラックレジェンド,牡3,今村,栗東・寺島,先行,4.8,2,1,3歳未勝利,37.2,464(+2),小倉,34,中4週,Y,,3,ダノンレジェンド,スペシャルウィーク,,
7,5,テイエムゴッホ,牡3,菊沢,栗東・浜田,,5.9,3,3,3歳1勝クラス,37.8,532(+2),京都,13,中1週,Y,,3,ヴァンゴッホ,Bellamy Road,,
8,6,サンライズケヴィン,牡3,松若,栗東・平田,先行,11.7,5,1,2歳未勝利,39.0,490(+14),阪神,76,中10週,Y,,3,シニスターミニスター,アフリート,,
9,6,アトモス,牡3,角田和,栗東・角田,先行,2.5,1,3,3歳1勝クラス,36.8,472(-2),京都,42,中5週,Y,,3,キタサンブラック,Into Mischief,,
10,7,フィアーブル,牝3,斎藤,栗東・長谷川,先行,22.0,8,9,3歳1勝クラス,38.3,460(0),京都,27,中3週,Y,,3,ナダル,ディープインパクト,,
11,7,クラックショット,牡3,亀田,栗東・清水久,先行,19.1,7,7,3歳1勝クラス,37.1,466(-8),京都,49,中6週,Y,,3,アドマイヤマーズ,Trappe Shot,,
12,8,リピ,牝3,丸山,栗東・西園翔,先行,40.1,9,1,3歳未勝利,38.3,444(0),京都,18,中2週,Y,,3,ロードカナロア,Giant's Causeway,,
13,8,サリカリーフォリア,牝3,菱田,栗東・橋口,先行,54.6,12,9,3歳1勝クラス,38.6,510(-12),京都,49,中6週,Y,,3,クリソベリル,Uncle Mo,,
