馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アルティシモ,牡2,三浦,美浦・和田郎,,19.8,5,,,,480(0),,,,,,,コントレイル,キンシャサノキセキ,,
2,2,ビップラージャ,牡2,江田照,美浦・嘉藤,,84.6,10,,,,416(0),,,,,,,グレーターロンドン,ホワイトマズル,,
3,3,ラヴレイン,牝2,,美浦・松山,,164.4,11,,,,452(0),,,,,,,サリオス,ヴィクトワールピサ,,
4,4,ロインクロス,牡2,田辺,美浦・中舘,,7.7,3,,,,446(0),,,,,,,リアルスティール,エンパイアメーカー,,
5,4,ヨドノプレミアム,牡2,吉田豊,美浦・菊川,,78.8,9,,,,480(0),,,,,,,ダノンプレミアム,グラスワンダー,,
6,5,リキマル,牡2,,美浦・青木,,49.6,8,,,,480(0),,,,,,,シュヴァルグラン,Grand Slam,,
7,5,ダノンアズール,牡2,丸山,栗東・茶木,,28.7,7,,,,486(0),,,,,,,ダノンキングリー,ジャスタウェイ,,
8,6,ノーブルミント,牝2,木幡初,美浦・粕谷,,169.8,12,,,,452(0),,,,,,,デクラレーションオブウォー,ハーツクライ,,
9,6,トップレイアー,牡2,今村,栗東・大久保,,2.8,2,,,,486(0),,,,,,,モーリス,ディープインパクト,,
10,7,パープルタウン,牝2,津村,美浦・鈴木慎,,25.2,6,,,,444(0),,,,,,,グレーターロンドン,ナカヤマフェスタ,,
11,7,マルスレジーナ,牝2,戸崎圭,美浦・森一,,2.0,1,,,,470(0),,,,,,,サートゥルナーリア,フジキセキ,,
12,8,リアスブルー,牝2,菊沢,美浦・菊沢,,10.8,4,,,,442(0),,,,,,,シュヴァルグラン,Pioneerof the Nile,,
13,8,コスモデュアリズム,牡2,松岡,美浦・伊藤伸,,182.4,13,,,,478(0),,,,,,,アルアイン,ロードカナロア,,
