着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,ベイラム,牡4,58.0,吉村,2:22.2,,4,7.9,34.5,栗東武英,442(+4)
2,5,5,ファーングロット,牡4,58.0,高杉吏,2:22.5,2,1,1.5,34.5,栗東上村,498(0)
3,1,1,サトノソティラス,牡4,58.0,鮫島駿,2:22.6,1/2,2,5.6,34.4,栗東池江,502(+6)
4,7,8,メイショウアイル,牡4,58.0,秋山稔,2:22.6,クビ,5,14.2,34.3,栗東高橋忠,482(+4)
5,6,6,アスクデッドヒート,牡4,58.0,古川奈,2:22.6,ハナ,3,7.7,34.2,栗東矢作,480(+6)
6,8,9,エルディアブロ,牡8,58.0,団野,2:22.8,1.1/4,6,29.5,34.7,栗東宮地,460(+4)
7,8,10,ビップチェイス,牡5,58.0,藤懸,2:24.1,8,7,36.5,36.8,美浦田島,454(-8)
8,4,4,パープルクラウド,牡6,58.0,菱田,2:24.2,3/4,9,130.6,36.0,栗東吉村,524(+4)
9,7,7,プレイリードリーム,牡10,58.0,太宰,2:24.4,1.1/4,10,183.4,35.9,栗東安達,468(+2)
10,2,2,シュプリンガー,セ7,58.0,国分優,2:25.0,3.1/2,8,117.2,37.2,栗東小栗,504(-2)
