券種,組み合わせ,配当,人気
単勝,8,210,1
複勝,8,110,1
複勝,1,140,3
複勝,3,160,4
枠連,1-8,490,2
馬連,1-8,540,2
ワイド,1-8,240,2
ワイド,3-8,330,5
ワイド,1-3,410,7
馬単,8-1,760,2
3連複,1-3-8,850,2
3連単,8-1-3,2950,6
