馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トッピゴー,牡4,角田和,栗東・角田,先行,12.9,6,5,3歳以上1勝クラス,37.6,516(+2),阪神,22,中2週,Y,,3,デクラレーションオブウォー,キングカメハメハ,,B
2,2,ワイルドブッター,牡3,高倉,栗東・武英,先行,139.5,13,16,3歳以上1勝クラス,40.5,502(-6),阪神,29,中3週,Y,,3,キンシャサノキセキ,Tapizar,,B
3,3,ジャスパーノベル,牝3,松若,栗東・森秀,先行,58.9,10,13,3歳1勝クラス,40.0,474(+12),東京,63,中8週,Y,,2,Vekoma,Flatter,,
4,3,フィドルファドル,牝3,坂井,栗東・矢作,,3.8,2,4,3歳以上1勝クラス,35.4,456(-8),小倉,7,連闘,Y,,3,サトノアラジン,フレンチデピュティ,,
5,4,ペイシャヴァルツー,牝3,団野,栗東・吉田,,6.1,3,10,3歳1勝クラス,42.2,442(-2),中京,168,中23週,Y,,2,オーヴァルエース,サウスヴィグラス,,
6,4,ベネメレンティ,牝4,河原田,栗東・前川,先行,108.1,12,12,3歳以上1勝クラス,36.3,442(-4),阪神,22,中2週,Y,,3,ニューイヤーズデイ,ダンスインザダーク,,B
7,5,キョラムン,牝3,小沢,栗東・石橋,先行,8.4,4,11,3歳1勝クラス,39.5,460(0),阪神,84,中11週,Y,,3,カレンブラックヒル,タイキシャトル,,
8,5,ドナポンド,牝3,菱田,栗東・小林,先行,34.3,9,12,3歳1勝クラス,39.4,480(-6),阪神,98,中13週,Y,,3,ドレフォン,ゼンノロブロイ,,B
9,6,ユウトザイースト,牡4,川端,栗東・小崎,差し,311.6,14,7,博多和牛杯,40.0,526(-11),佐賀,224,中31週,,Y,0,エスポワールシチー,フレンチデピュティ,,
10,6,オースミライト,牝3,加藤,栗東・宮本,先行,21.4,7,1,3歳未勝利,37.3,476(+4),新潟,57,中7週,Y,,3,ミッキーアイル,フレンチデピュティ,,
11,7,ファムエレガンテ,牝3,永島,栗東・中村,先行,2.6,1,1,3歳未勝利,37.2,476(+16),福島,77,中10週,Y,,2,Tiz the Law,Twirling Candy,,
12,7,ペンテリコン,牝3,吉村,栗東・武幸,先行,10.1,5,1,3歳未勝利,36.6,480(-2),京都,35,中4週,Y,,3,シルバーステート,Frankel,,
13,8,クリノミニスター,牡6,,栗東・荒川,差し,61.4,11,11,4歳以上1勝クラス,37.3,462(-16),京都,36,中4週,Y,,2,シニスターミニスター,プリサイスエンド,,
14,8,ペレグリン,牝4,Ｍデム,栗東・河嶋,,31.9,8,12,4歳以上1勝クラス,38.4,436(0),新潟,43,中5週,Y,,3,バンブーエール,マルカシェンク,,
