券種,組み合わせ,配当,人気
単勝,7,780,4
複勝,7,230,6
複勝,3,110,1
複勝,1,220,5
枠連,3-6,430,1
馬連,3-7,840,4
ワイド,3-7,380,5
ワイド,1-7,960,14
ワイド,1-3,360,4
馬単,7-3,1990,8
3連複,1-3-7,2140,10
3連単,7-3-1,14360,49
