券種,組み合わせ,配当,人気
単勝,7,390,2
複勝,7,150,1
複勝,3,200,4
複勝,9,1410,10
枠連,3-7,1140,5
馬連,3-7,1240,5
ワイド,3-7,470,5
ワイド,7-9,5400,35
ワイド,3-9,6390,36
馬単,7-3,2700,13
3連複,3-7-9,24710,61
3連単,7-3-9,110530,283
