コーナー,通過順
1コーナー,
2コーナー,"(*3,4)10(1,2,8)(12,15)5(13,16)(6,14)-11,97"
3コーナー,"(*3,4)15(6,1,10)2,8,5(13,12)(9,16,14)-117"
4コーナー,"(*3,4)1,15(6,2)10(5,8)13(9,16)-12(11,14)7"
