コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"3,7(6,10)(8,13)(5,12,15)-14,4,16,1-(11,9)-2"
4コーナー,"3,7,10(6,13)8(5,15)(12,14)4,16,1-(11,9)-2"
