着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,アスクセクシーモア,牡4,58.0,岩田康,1:57.1,,1,5.0,34.0,栗東福永,480(+6)
2,8,17,ユキワリザクラ,牝5,56.0,三浦,1:57.1,クビ,6,9.9,33.6,美浦田中剛,478(+2)
3,4,7,キャントウェイト,牡5,58.0,石橋脩,1:57.5,2,14,50.6,34.2,美浦萱野,480(+4)
4,5,9,キュクヌス,牝5,56.0,高杉,1:57.5,クビ,9,19.1,34.6,栗東池江,450(-2)
5,2,4,フクノブルーレイク,牡4,58.0,松岡,1:57.7,1,5,9.7,34.7,美浦竹内,460(+2)
6,5,10,キングノジョー,牡4,58.0,佐々木,1:57.7,クビ,4,9.1,34.3,美浦田中博,456(0)
7,6,12,ホウオウアートマン,牡4,58.0,田辺,1:57.8,1/2,8,13.0,34.0,栗東矢作,470(-2)
8,6,11,ヴァリディシームス,牡4,58.0,ディー,1:57.8,アタマ,7,11.7,34.5,栗東中内田,494(0)
9,8,18,モズロックンロール,牡6,58.0,西塚,1:58.0,1,12,45.0,36.1,栗東藤岡健,524(+6)
10,4,8,ミッキーゴールド,セ4,58.0,菅原明,1:58.1,3/4,3,5.5,34.5,栗東池江,498(+4)
11,7,13,エゾダイモン,牡6,58.0,浜中,1:58.1,アタマ,16,126.7,34.3,栗東武幸,470(-4)
12,3,6,トラマンダーレ,セ6,58.0,団野,1:58.2,クビ,13,49.1,34.1,美浦浅利,508(-8)
13,7,14,イケイケドンドン,牡6,58.0,木幡巧,1:58.3,1/2,17,131.2,34.3,美浦松山,486(+8)
14,1,2,マルチャン,牡6,58.0,小崎,1:58.3,クビ,18,156.8,35.9,美浦武市,488(+12)
15,8,16,チルカーノ,牝5,56.0,原,1:58.3,アタマ,11,37.9,34.5,栗東高野,480(+6)
16,7,15,ログラール,セ5,58.0,横山武,1:58.6,1.1/2,2,5.3,36.0,栗東松永幹,474(0)
17,1,1,スパークリシャール,セ5,58.0,横山和,1:59.4,5,10,27.4,34.7,美浦小島,486(-2)
18,2,3,マイネルトルファン,牡7,58.0,柴田大,1:59.7,1.1/2,15,72.6,37.4,美浦粕谷,518(+2)
