コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*1,6)(4,9)(12,13)8(2,7)-11-(3,10)-5"
4コーナー,"(*1,6)(8,4,9)(2,12,13)7-11,3,10,5"
