券種,組み合わせ,配当,人気
単勝,17,1390,5
複勝,17,360,4
複勝,9,160,1
複勝,5,410,6
枠連,5-8,1020,3
馬連,9-17,2090,3
ワイド,9-17,990,4
ワイド,5-17,5300,65
ワイド,5-9,1310,11
馬単,17-9,5120,11
3連複,5-9-17,15520,44
3連単,17-9-5,96460,268
