券種,組み合わせ,配当,人気
単勝,5,530,4
複勝,5,240,5
複勝,3,200,3
複勝,14,670,7
枠連,3-4,2140,11
馬連,3-5,1710,10
ワイド,3-5,680,9
ワイド,5-14,2060,20
ワイド,3-14,2650,26
馬単,5-3,3230,17
3連複,3-5-14,15080,46
3連単,5-3-14,46530,143
