コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*9,14)13(1,2)4,12(10,17,16)-(5,6,11,15)(3,8)-7=18"
4コーナー,"(*9,14)(1,2)(10,12)13(17,4)16(5,6)(3,8)11(7,15)-18"
