馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,トーセンサンダー,牡6,松岡,美浦・杉浦,差し,116.8,13,13,,34.9,486(+2),函館,13,中1週,Y,,3,トーセンファントム,エンパイアメーカー,
2,2,シュヴェルトライテ,牝6,横山和,美浦・池上,差し,19.6,7,4,,33.7,448(-2),東京,41,中5週,Y,,3,マツリダゴッホ,フレンチデピュティ,
3,3,ポエットリー,牝4,鮫島駿,栗東・平田,差し,11.5,5,6,,33.8,482(0),函館,13,中1週,Y,,3,ダイワメジャー,Rail Link,
4,3,エマヌエーレ,牡5,池添,栗東・平田,先行,31.8,10,9,,34.4,514(0),函館,13,中1週,Y,,3,ロードカナロア,ハーツクライ,
5,4,ドゥアムール,牝3,丹内,栗東・中竹,,3.4,1,1,,34.3,482(+2),函館,20,中2週,Y,,3,ロードカナロア,サクラバクシンオー,
6,4,スピードオブライト,牝5,古川吉,美浦・相沢,差し,31.4,9,13,,34.7,426(+2),新潟,56,中7週,Y,,3,ロードカナロア,ディープインパクト,
7,5,ハピネスアゲン,牝6,原田和,美浦・萱野,差し,81.5,12,12,,33.9,466(+2),東京,69,中9週,Y,,3,エイシンヒカリ,シンボリクリスエス,
8,5,ナムラクララ,牝3,浜中,栗東・長谷川,先行,3.5,2,13,,37.0,474(+10),阪神,83,中11週,Y,,3,アドマイヤマーズ,Storm Cat,
9,6,ソルトクィーン,牝4,横山武,栗東・武英,差し,6.2,3,3,,34.2,442(-4),函館,13,中1週,Y,,3,シルバーステート,ストロングリターン,
10,6,ルーフ,牝5,藤岡佑,栗東・清水久,先行,40.0,11,8,,34.6,510(+6),函館,13,中1週,Y,,3,ダイワメジャー,Fastnet Rock,
11,7,ゴールドサーベル,牡4,武豊,栗東・大久保,差し,12.3,6,1,,33.8,470(-2),函館,14,中1週,Y,,3,レッドファルクス,ステイゴールド,
12,7,レオテミス B,牝4,佐々木,栗東・高柳大,先行,7.0,4,7,,34.7,500(0),函館,13,中1週,Y,,3,デクラレーションオブウォー,アドマイヤジャパン,
13,8,アバンチュリエ,セ6,吉田隼,美浦・大竹,差し,170.6,14,10,,34.2,486(+14),京都,189,中26週,Y,Y,3,モーリス,ディープインパクト,
14,8,ソノママソノママ,牝5,斎藤,栗東・奥村豊,差し,22.7,8,5,,34.3,454(+8),函館,13,中1週,Y,,3,ビッグアーサー,グラスワンダー,
