コーナー,通過順
1コーナー,"12-11(3,6)(2,9)(5,8)(1,4,13)7-10"
2コーナー,"12-11-6,3(2,9)(4,5,8)(1,7,13)-10"
3コーナー,"12,11,2,6(3,9)(1,4,13)(5,8)(7,10)"
4コーナー,"(*11,2)(12,1,6)(3,9)(4,7)10(8,13)5"
