馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ルージュマローネ,牝4,杉原,美浦・栗田,,33.1,8,1,4歳以上1勝クラス,38.7,474(-6),福島,22,中2週,Y,,3,ダイワメジャー,カジノドライヴ,,
2,2,メイショウリリー,牝5,横山琉,栗東・高橋忠,追込,65.5,10,14,4歳以上2勝クラス,37.9,444(+10),阪神,64,中8週,Y,,3,ゴールドシップ,メイショウボーラー,,
3,3,コンアフェット,牝4,斎藤,美浦・斎藤誠,差し,4.6,2,5,4歳以上2勝クラス,37.5,480(+2),阪神,64,中8週,Y,,3,ルーラーシップ,ホワイトマズル,,
4,4,レイバックスピン,牝4,丹内,栗東・牧浦,先行,2.0,1,2,4歳以上2勝クラス,38.9,482(-4),中山,42,中5週,Y,,3,リアルスティール,ハービンジャー,,
5,5,シンボリノエル,牝5,菊沢,美浦・秋本,差し,15.7,5,12,,37.6,504(+14),中京,50,中6週,Y,,3,ドレフォン,オレハマッテルゼ,,
6,5,フローラルセント,牝5,川端,栗東・松下,先行,152.4,12,16,,39.4,468(+4),小倉,85,中11週,Y,,3,キズナ,ハービンジャー,,
7,6,ベルイストワール,牝5,小沢,美浦・松尾,差し,24.0,7,8,,37.5,544(-10),中京,42,中5週,Y,,3,ミッキーグローリー,Giant's Causeway,,
8,6,ステアハート,牝4,田山,栗東・新谷,先行,4.8,3,8,,38.2,476(-6),小倉,92,中12週,Y,,3,Gun Runner,Mr Speaker,,
9,7,マハナ,牝5,石川,栗東・井上,差し,36.0,9,9,4歳以上2勝クラス,38.3,444(-4),阪神,43,中5週,Y,,3,ハービンジャー,ディープインパクト,,
10,7,サイモンコーラル,牝6,柴田裕,栗東・羽月,差し,141.7,11,11,,37.3,462(-10),中京,50,中6週,Y,,3,ビーチパトロール,ゼンノロブロイ,,
11,8,プウスカンドゥール,牝6,中井,栗東・坂口,差し,21.4,6,3,4歳以上2勝クラス,37.9,464(+2),阪神,14,中1週,Y,,3,シャンハイボビー,デヒア,,
12,8,サンコンクエスト,牝4,丸山,栗東・渡辺,先行,9.9,4,5,4歳以上2勝クラス,39.0,558(+2),阪神,14,中1週,Y,,3,サートゥルナーリア,Custom for Carlos,,
