券種,組み合わせ,配当,人気
単勝,1,430,2
複勝,1,160,2
複勝,7,370,5
複勝,16,400,6
枠連,1-4,3610,12
馬連,1-7,4000,11
ワイド,1-7,1040,10
ワイド,1-16,1000,9
ワイド,7-16,3110,25
馬単,1-7,5990,17
3連複,1-7-16,13570,33
3連単,1-7-16,65060,150
