馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トシミチ,牡2,,栗東・谷,,2.3,1,,,,470(0),,,,,,,アレスバローズ,キングカメハメハ,,
2,2,グレートキリシマ,牡2,松若,栗東・牧田,,19.5,6,,,,480(0),,,,,,,ケープブランコ,フジキセキ,,
3,3,スイトーヨ,牝2,川田,栗東・角田,,2.5,2,,,,440(0),,,,,,,アレスバローズ,ケイムホーム,,
4,4,ユイノジカンカセギ,牡2,長岡,美浦・竹内,,11.4,4,,,,424(0),,,,,,,タワーオブロンドン,シルバーステート,,
5,5,ラブマイティー,牝2,杉原,美浦・加藤和,,72.1,9,,,,458(0),,,,,,,スクワートルスクワート,チチカステナンゴ,,
6,6,カシノヴィタ,牝2,森田,美浦・和田雄,,167.9,10,,,,386(0),,,,,,,サトノアラジン,Iffraaj,,
7,6,カゴシマ,セ2,酒井,美浦・松山,,45.1,8,,,,436(0),,,,,,,コパノチャーリー,ステイゴールド,,
8,7,ユイパルティ,牝2,永島,栗東・平田,,14.4,5,,,,490(0),,,,,,,スクワートルスクワート,タートルボウル,,
9,7,プッシュザリミット,牡2,吉村,栗東・柴田,,39.5,7,,,,456(0),,,,,,,アールスター,キンシャサノキセキ,,B
10,8,ニシノマティーニ,牡2,今村,美浦・小手川,,7.2,3,,,,414(0),,,,,,,ネロ,リーチザクラウン,,
11,8,カシノカゲマル,セ2,秋山稔,美浦・蛯名利,,191.0,11,,,,450(0),,,,,,,ケープブランコ,アドマイヤムーン,,
