コーナー,通過順
1コーナー,"(*2,3)9,1,4(5,11)14(6,7)12,13-(10,8)"
2コーナー,"(*2,3)(1,9)11(5,4)14(6,7,12)13(10,8)"
3コーナー,"14(2,3,11)1(5,4,9)7(6,13,12)(10,8)"
4コーナー,"14,3,11(1,7)4(5,6,13)2,8-(10,9)12"
