券種,組み合わせ,配当,人気
単勝,12,480,2
複勝,12,220,2
複勝,3,540,7
複勝,7,290,5
枠連,3-8,4500,13
馬連,3-12,5020,16
ワイド,3-12,1420,15
ワイド,7-12,940,10
ワイド,3-7,2190,23
馬単,12-3,7750,23
3連複,3-7-12,17110,52
3連単,12-3-7,70030,200
