券種,組み合わせ,配当,人気
単勝,6,510,2
複勝,6,150,2
複勝,8,110,1
複勝,1,180,3
枠連,6-7,330,1
馬連,6-8,360,1
ワイド,6-8,180,1
ワイド,1-6,670,9
ワイド,1-8,330,3
馬単,6-8,1000,3
3連複,1-6-8,1330,4
3連単,6-8-1,6950,19
