券種,組み合わせ,配当,人気
単勝,10,120,1
複勝,10,110,1
複勝,9,250,5
複勝,6,190,4
枠連,7-8,440,3
馬連,9-10,930,5
ワイド,9-10,410,5
ワイド,6-10,270,2
ワイド,6-9,1960,19
馬単,10-9,960,4
3連複,6-9-10,2560,9
3連単,10-9-6,6230,20
