馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,リジン,牡6,武豊,栗東・加藤公,差し,7.5,4,4,4歳以上2勝クラス,38.0,486(0),阪神,22,中2週,Y,,3,ストロングリターン,ダイワメジャー,,
2,2,カゼノランナー,牡4,モレイ,栗東・松永幹,逃げ,2.8,1,1,3歳以上1勝クラス,38.1,526(+10),新潟,169,中23週,Y,,3,キズナ,キングカメハメハ,,
3,3,ケイアイメキラ,セ5,津村,栗東・秋山,差し,118.2,11,10,4歳以上2勝クラス,38.7,470(+8),阪神,22,中2週,Y,,3,パイロ,クロフネ,,
4,4,ワンダフルトゥデイ,牡6,松若,栗東・中尾,差し,110.6,10,7,4歳以上2勝クラス,40.0,540(+2),阪神,7,連闘,Y,,3,マジェスティックウォリアー,ワイルドラッシュ,,
5,5,ポルポラジール,牡4,藤岡佑,栗東・新谷,先行,6.7,3,1,4歳以上1勝クラス,38.7,514(+2),阪神,43,中5週,Y,,3,シニスターミニスター,ルーラーシップ,,
6,5,テイエムシニスター,牡6,和田竜,栗東・小椋,先行,131.0,12,12,4歳以上2勝クラス,38.3,500(-12),京都,50,中6週,Y,,3,シニスターミニスター,ダンスインザダーク,,
7,6,シンリミテス,牡6,,栗東・大根田,追込,105.6,9,9,4歳以上2勝クラス,37.9,504(+6),阪神,22,中2週,Y,,3,ドレフォン,キングカメハメハ,,B
8,6,ラヴオントップ,牝4,高倉,栗東・西村,,10.5,5,6,4歳以上2勝クラス,38.2,488(0),中山,21,中2週,Y,,3,ヘニーヒューズ,エンパイアメーカー,,
9,7,ヒデノレインボー,牡6,戸崎圭,栗東・梅田,差し,21.7,8,2,,38.6,498(+4),中京,15,中1週,Y,,3,シニスターミニスター,ゴールドアリュール,,B
10,7,ジーニアスバローズ,牡5,松山,栗東・辻野,先行,3.5,2,2,4歳以上2勝クラス,38.3,470(+2),阪神,22,中2週,Y,,3,ハーツクライ,サクラバクシンオー,,
11,8,カネトシゴウト,牡4,,栗東・大橋,先行,14.8,7,1,3歳以上1勝クラス,37.5,468(+2),京都,120,中16週,Y,,3,シニスターミニスター,キングカメハメハ,,
12,8,ダブルジョーク,牡5,長岡,栗東・小林,差し,10.9,6,3,4歳以上2勝クラス,37.2,578(+18),阪神,35,中4週,Y,,3,Practical Joke,Rahy,,
