券種,組み合わせ,配当,人気
単勝,5,400,3
複勝,5,140,3
複勝,2,110,1
複勝,1,240,6
馬連,2-5,410,2
ワイド,2-5,200,2
ワイド,1-5,900,12
ワイド,1-2,690,10
馬単,5-2,1010,4
3連複,1-2-5,2590,9
3連単,5-2-1,9760,32
